ID,Start Date,Water Depth,Water Depth Unit,U.S. State,Latitude,Longitude,Algae Value,Algae Unit,Biomass Value,Biomass Unit,Biomass/chlorophyll ratio Value,Biomass/chlorophyll ratio Unit,Chlorophyll Value,Chlorophyll Unit,Cladophora Value,Cladophora Unit,Cyanobacteria Value,Cyanobacteria Unit,Diatoms Value,Diatoms Unit,Macroinvertebrates Value,Macroinvertebrates Unit,Periphyton Value,Periphyton Unit,Phycocyanin Value,Phycocyanin Unit
1119USBR_WQX-17-A320,3/29/2017,0.0,"",ID,42.84309,-112.82625,0.0,"",0.0,"",0.0,"",21.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_CDAOFFICE_WQX-C4-UNIV+4/28/09+PZ,4/28/2009,0.0,"",ID,47.515,-116.835,0.0,"",0.0,"",0.0,"",3.51,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-11-A7088,12/6/2011,0.0,"",ID,46.33336,-116.83337,0.0,"",0.0,"",0.0,"",1.2,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NEZPERCETRIBE_WQX-00527A:20050803:1145:L,8/3/2005,0.0,"",ID,46.269375,-116.536825,0.0,"",0.0,"",0.0,"",185.0,g/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-00900860,6/18/2009,0.0,"",ID,47.4786,-116.7322,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
R10BUNKER-18691,6/27/2000,0.0,"",ID,47.7030556,-116.9777778,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-17-A3073,8/9/2017,1.0,m,ID,43.2833333,-111.1444444,0.0,"",0.0,"",0.0,"",9.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-16-A3782,8/11/2016,0.0,"",ID,43.43051,-115.38435,0.0,"",0.0,"",0.0,"",1.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-00900351,2/24/2009,0.0,"",ID,47.54833,-116.2197,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-09-A4402,8/20/2009,0.0,"",ID,43.87667,-116.98383,0.0,"",0.0,"",0.0,"",13.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-00-A3818,8/15/2000,0.0,"",ID,44.7876389,-116.0432222,0.0,"",0.0,"",0.0,"",2.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-QWCL:0277:1:070720:P,7/20/2007,0.0,"",ID,42.6781739,-113.4006122,0.0,"",0.0,"",0.0,"",12.928,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-00-A4974,10/16/2000,0.0,"",ID,44.6342778,-116.122,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA12_ID-214:20120808:SR:CHLA,8/8/2012,0.0,"",ID,42.1873061,-113.92408,0.0,"",0.0,"",0.0,"",16.36,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A6167,12/21/2010,0.0,"",ID,46.26,-116.83233,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-13-A5096,9/18/2013,0.1,m,ID,43.5839722,-115.8288611,0.0,"",0.0,"",0.0,"",2.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
UTAHDWQ_WQX-BR081903-184042-528463,8/20/2003,0.0,"",ID,42.02955,-111.92206,0.0,"",14494.95,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
MAWRRC_WQX-RMSL:20200729101000:SR:WB,7/29/2020,0.0,"",ID,42.009,-111.755,0.0,"",0.0,"",0.0,"",4.49064,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-12-A375,2/28/2012,1.0,m,ID,43.5919444,-115.9166667,0.0,"",0.0,"",0.0,"",3.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-13-A3217,7/10/2013,1.0,m,ID,43.3294444,-111.2047222,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-12-A5663,8/6/2012,0.0,"",ID,43.4122,-112.123,0.0,"",0.0,"",0.0,"",1.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-99-A1808,6/21/1999,0.0,"",ID,44.6208056,-116.049,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-00900598,5/19/2009,0.0,"",ID,47.5315,-116.0932,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NEZPERCETRIBE_WQX-08107 WF:20040203:1110:L,2/3/2004,0.0,"",ID,46.24611111,-116.8127778,0.0,"",0.0,"",0.0,"",81.0,g/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-15-A1141,5/19/2015,0.0,"",ID,42.6337,-113.612,0.0,"",0.0,"",0.0,"",2.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-01000405,4/20/2010,0.0,"",ID,47.5296,-115.8737,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA12_ID-203:20120801:SR:CHLA,8/1/2012,0.0,"",ID,42.26037727,-111.4707171,0.0,"",0.0,"",0.0,"",24.401666665,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NEZPERCETRIBE_WQX-08108 EF:20030610:1415:L,6/10/2003,0.0,"",ID,46.25861111,-116.8422222,0.0,"",0.0,"",0.0,"",10.3,g/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-02-A2085,6/24/2002,0.0,"",ID,43.5889611,-116.8955556,0.0,"",0.0,"",0.0,"",20.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A1552,5/26/2010,0.0,"",ID,46.33352,-116.83302,0.0,"",0.0,"",0.0,"",2.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-11-A5889,9/28/2011,0.0,"",ID,46.24583,-116.246555,0.0,"",0.0,"",0.0,"",2.2,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-13-A3739,7/24/2013,0.0,"",ID,42.90719,-112.76572,0.0,"",0.0,"",0.0,"",9.2,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A3921,8/4/2010,1.0,m,ID,43.59,-111.77,0.0,"",0.0,"",0.0,"",1.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-99-A1049,5/11/1999,1.0,m,ID,43.5919444,-115.9166667,0.0,"",0.0,"",0.0,"",7.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NARS_WQX-NLA12_ID-194:20120626:SR:CHLA,6/26/2012,0.0,"",ID,43.16587842,-115.6524756,0.0,"",0.0,"",0.0,"",27.119999999999997,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-01000893,7/8/2010,0.0,"",ID,47.5517,-116.2363,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-05-A3000,7/17/2005,0.0,"",ID,43.9231167,-116.4427472,0.0,"",0.0,"",0.0,"",5.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
USACENWS_WQX-ALFFB:20050302:0913:SR,3/2/2005,0.0,"",ID,48.177936,-116.996326,0.0,"",0.0,"",0.0,"",3.56,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-01-A5441,9/24/2001,0.0,"",ID,44.0713889,-116.9325,0.0,"",0.0,"",0.0,"",14.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
R10BUNKER-99902365,9/21/1999,0.0,"",ID,47.5149051,-116.8360166,0.0,"",0.0,"",0.0,"",0.35,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-00-A3866,8/16/2000,0.0,"",ID,44.6399444,-116.1216667,0.0,"",0.0,"",0.0,"",1.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_WQX-C-4-1/28/2001-15:17-chla,1/28/2001,0.0,"",ID,46.04165,-116.29017,0.0,"",0.0,"",0.0,"",11.61,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A1053,5/4/2010,0.0,"",ID,43.9323,-116.3356,0.0,"",0.0,"",0.0,"",3.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A634,3/23/2010,0.0,"",ID,46.367,-116.7833,0.0,"",0.0,"",0.0,"",6.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-18-A3218,8/29/2018,0.0,"",ID,42.93406,-112.74184,0.0,"",0.0,"",0.0,"",48.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-99-A1717,6/16/1999,0.0,"",ID,44.6391667,-116.1161667,0.0,"",0.0,"",0.0,"",6.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-07-A2614,6/11/2007,1.0,m,ID,44.2991649,-115.6524983,0.0,"",0.0,"",0.0,"",3.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-15-A4234,9/22/2015,0.0,"",ID,42.5219444,-114.0169444,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-12-A5826,8/9/2012,1.0,m,ID,43.4772222,-111.7333333,0.0,"",0.0,"",0.0,"",50.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-16-A4508,9/21/2016,1.0,m,ID,43.3583333,-115.4444444,0.0,"",0.0,"",0.0,"",1.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-13-A3738,7/24/2013,0.0,"",ID,42.84309,-112.82625,0.0,"",0.0,"",0.0,"",7.2,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-08-A3822,8/11/2008,0.0,"",ID,44.0805555,-115.6594444,0.0,"",0.0,"",0.0,"",2.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
USACENWS_WQX-TALACHE:20170801:1609:SR,8/1/2017,0.0,"",ID,48.12814,-116.4782,0.0,"",0.0,"",0.0,"",4.1E-4,mg/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-02-A5160,10/28/2002,0.0,"",ID,43.8963556,-116.6267361,0.0,"",0.0,"",0.0,"",4.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-13-A6055,12/18/2013,1.0,m,ID,43.62,-115.8211389,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A3983,8/8/2010,1.0,m,ID,44.5277778,-116.0541667,0.0,"",0.0,"",0.0,"",3.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-02-A4887,9/30/2002,0.0,"",ID,43.4802306,-116.9228528,0.0,"",0.0,"",0.0,"",1.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-05-A3374,7/26/2005,1.0,m,ID,43.3583333,-115.4444444,0.0,"",0.0,"",0.0,"",2.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-08-A2297,6/25/2008,1.0,m,ID,44.6194444,-116.0930556,0.0,"",0.0,"",0.0,"",5.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-07-A6729,10/3/2007,1.0,m,ID,44.3148333,-115.6593333,0.0,"",0.0,"",0.0,"",8.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-01-A3666,7/23/2001,0.0,"",ID,43.9231167,-116.4427472,0.0,"",0.0,"",0.0,"",10.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-09-A3737,7/31/2009,1.0,m,ID,42.6736111,-113.5625,0.0,"",0.0,"",0.0,"",15.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
UTAHDWQ_WQX-IDEQBL200916-4907382-0916-4-A,9/16/2020,0.0,"",ID,42.03531,-111.39627,0.0,"",0.0,"",0.0,"",1.2335,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
R10BUNKER-18687,5/31/2000,0.0,"",ID,47.7030556,-116.9777778,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-01100935,7/20/2011,0.0,"",ID,47.7030556,-116.9777778,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NEZPERCETRIBE_WQX-8108 EF:20030804:1310:L,8/4/2003,0.0,"",ID,46.25861111,-116.8422222,0.0,"",0.0,"",0.0,"",7.0,g/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-2005008-01,5/5/2020,0.0,"",ID,42.93406,-112.74184,0.0,"",0.0,"",0.0,"",2.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-12-A7175,10/4/2012,0.0,"",ID,43.9323,-116.3356,0.0,"",0.0,"",0.0,"",3.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-03-A1067,5/5/2003,0.0,"",ID,43.8963556,-116.6267361,0.0,"",0.0,"",0.0,"",4.6,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-04-A4366,10/12/2004,0.0,"",ID,43.9231167,-116.4427472,0.0,"",0.0,"",0.0,"",3.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
OREGONDEQ-1809147-03,9/11/2018,0.0,"",ID,42.91328,-116.995,0.0,"",0.0,"",0.0,"",0.4,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-15-A43,1/8/2015,0.0,"",ID,43.9323,-116.3356,0.0,"",0.0,"",0.0,"",2.4,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-01-A3659,7/23/2001,0.0,"",ID,43.5936861,-116.9103528,0.0,"",0.0,"",0.0,"",31.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-11-A4818,8/18/2011,1.0,m,ID,44.3268332,-115.6643333,0.0,"",0.0,"",0.0,"",4.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A3679,8/2/2010,1.0,m,ID,44.3148333,-115.6593333,0.0,"",0.0,"",0.0,"",1.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
USACENWS_WQX-ALFLPS:20170919:1412:SR,9/19/2017,0.0,"",ID,48.27359,-116.506456,0.0,"",0.0,"",0.0,"",3.1E-4,mg/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-16-A1089,5/17/2016,0.0,"",ID,42.7683333,-112.8783333,0.0,"",0.0,"",0.0,"",2.7,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-14-A623,4/7/2014,0.0,"",ID,43.9323,-116.3356,0.0,"",0.0,"",0.0,"",1.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-17-A1270,6/7/2017,0.0,"",ID,43.3583333,-115.4444444,0.0,"",0.0,"",0.0,"",1.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-09-A4416,8/21/2009,0.0,"",ID,43.87667,-116.98383,0.0,"",0.0,"",0.0,"",6.2,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
R10BUNKER-00400948,7/20/2004,0.0,"",ID,47.6499059,-116.7593534,0.0,"",0.0,"",0.0,"",1.1,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-07-A2043,5/29/2007,1.0,m,ID,44.3008333,-115.6638316,0.0,"",0.0,"",0.0,"",1.7,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-99-A3111,8/4/1999,7.7,m,ID,44.6986111,-116.1055556,0.0,"",0.0,"",0.0,"",8.7,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
BUNKER_USGS-00900350,2/24/2009,0.0,"",ID,47.5484,-116.1748,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_WQX-F-3-10/15/2000-9:30-chla,10/15/2000,0.0,"",ID,46.38355,-115.94959,0.0,"",0.0,"",0.0,"",7.07,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
UTAHDWQ_WQX-IDEQBL200916-4907420-0916-4-A,9/16/2020,0.0,"",ID,42.12269,-111.33612,0.0,"",0.0,"",0.0,"",57.099999999999994,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-02-A3248,7/30/2002,1.0,m,ID,43.3583333,-115.4444444,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-18-A2827,8/14/2018,1.0,m,ID,43.32866,-111.209,0.0,"",0.0,"",0.0,"",1.3,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-15-A1358,6/3/2015,0.0,"",ID,43.5919444,-115.9166667,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-99-A5017,10/27/1999,0.0,"",ID,44.6160556,-116.0670556,0.0,"",0.0,"",0.0,"",1.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-08-A3647,8/5/2008,1.0,m,ID,44.6777778,-116.0819444,0.0,"",0.0,"",0.0,"",13.8,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_CDAOFFICE_WQX-C2-WOLF+9/18/12+PZ,9/18/2012,0.0,"",ID,47.624862,-116.684384,0.0,"",0.0,"",0.0,"",1.2,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-02-A1942,6/13/2002,0.0,"",ID,43.4802306,-116.9228528,0.0,"",0.0,"",0.0,"",4.5,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_WQX-F-1-9/16/2000-12:40-chla,9/16/2000,0.0,"",ID,46.35291,-115.905445,0.0,"",0.0,"",0.0,"",3.58,mg/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-12-A6812,9/19/2012,1.0,m,ID,43.60001,-115.90697,0.0,"",0.0,"",0.0,"",1.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-06-A3404,8/1/2006,1.0,m,ID,43.59,-111.77,0.0,"",0.0,"",0.0,"",2.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-11-A1112,5/10/2011,0.0,"",ID,43.9323,-116.3356,0.0,"",0.0,"",0.0,"",6.9,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
NEZPERCETRIBE_WQX-06001A:20050413:1030:L,4/13/2005,0.0,"",ID,46.526944,-116.646111,0.0,"",0.0,"",0.0,"",85.0,g/m2,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-10-A1025,4/28/2010,0.0,"",ID,46.25778,-116.77491,0.0,"",0.0,"",0.0,"",1.1,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
USACENWS_WQX-ALFLPS:20081112:1203:SR,11/12/2008,0.0,"",ID,48.27359,-116.506456,0.0,"",0.0,"",0.0,"",2.0025,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
1119USBR_WQX-14-A5579,10/22/2014,0.0,"",ID,43.9231167,-116.4427472,0.0,"",0.0,"",0.0,"",6.0,mg/m3,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
IDEQ_CDAOFFICE_WQX-C3-DRIFT+4/09/12+PZR,4/9/2012,0.0,"",ID,47.583194,-116.80661,0.0,"",0.0,"",0.0,"",5.8,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
USACENWS_WQX-ALFLPS:20111104:1307:SR,11/4/2011,0.0,"",ID,48.27359,-116.506456,0.0,"",0.0,"",0.0,"",2.5365,ug/L,0.0,"",0.0,"",0.0,"",0.0,"",0.0,"",0.0,""
